year,state,Black,Other,White,Female,Male,0 years,1-4 years,10-14 years,15-19 years,20-24 years,25-29 years,30-34 years,35-39 years,40-44 years,45-49 years,5-9 years,50-54 years,55-59 years,60-64 years,65-69 years,70-74 years,75-79 years,80-84 years,85+ years
2009-01-01,IL,1960826,712214,10123738,6520723,6276055,164646,675629,883928,928201,877648,914697,855772,871430,875346,951529,857360,919619,792394,636573,475070,360531,290359,235236,230810
2009-01-01,IN,635234,142327,5681764,3281477,3177848,85566,349163,450900,478911,449181,422469,402710,423257,428116,478546,444798,467854,410556,336550,252884,190610,152195,121941,113118
2009-01-01,KS,192058,115549,2525097,1428139,1404565,41149,161618,197613,205242,204481,194192,176764,174177,175183,205510,200644,203177,178442,142409,104922,81958,69656,56881,58686
2009-01-01,KY,359228,68348,3889498,2193136,2123938,56089,225808,283632,297544,288397,288637,275654,289005,294397,324971,281273,316746,283002,241381,182020,137694,105110,77759,67955
2009-01-01,LA,1468988,112151,2910509,2295199,2196449,63570,249595,304767,329869,336142,330375,283132,277930,290216,328422,303467,325704,285992,233325,173942,131622,102399,76921,64258
2009-01-01,MA,530509,405418,5581686,3365859,3151754,72805,294777,407451,467237,469770,436469,400058,429955,474958,517144,385866,489554,423739,356144,255514,190357,163438,139206,143171
2009-01-01,MD,1764644,377923,3587821,2960001,2770387,73276,291878,380428,410142,386964,390207,359840,384911,423104,462717,363160,433042,369657,306079,219601,157102,124190,98827,95263
2009-01-01,ME,19452,25294,1284844,678694,650896,13419,56771,79945,90489,79971,72433,71749,83017,93350,109186,74425,110188,101200,85777,62777,47252,38661,30565,28415
2009-01-01,MI,1481101,347147,8073343,5044338,4857253,115508,486285,684016,752479,663046,595444,572691,633281,674817,757780,644056,762128,670915,545522,408248,302778,244587,201284,186726
2009-01-01,MN,304750,303512,4672941,2659958,2621245,69935,285196,352721,372972,358532,370653,336819,334544,357656,412841,352949,395639,341449,266808,197079,148904,121778,99893,104835
2009-01-01,MO,728187,151514,5081387,3042021,2919067,77293,312416,397060,428986,411049,403958,363923,374772,385000,451150,388223,437395,382036,320851,251075,191128,154277,118882,111614
2009-01-01,MS,1108721,46787,1803266,1522000,1436774,41747,170740,208412,227090,210100,201287,184282,189394,189193,210215,205208,207490,183055,154593,118686,92874,69293,51436,43679
2009-01-01,MT,6917,76445,900620,490122,493860,12211,49447,61539,68117,67577,62936,57533,55921,58009,73218,60431,78550,74613,59953,45248,33352,25606,20056,19665
2009-01-01,NC,2125058,384990,6939518,4846501,4603065,125065,508956,624717,663387,650656,620481,616711,671211,665269,698140,630342,659801,590908,517272,389820,289685,219983,164067,143095
2009-01-01,ND,9994,45961,609013,329674,335294,8961,34629,39961,48054,58792,47584,39644,36994,38455,47365,39284,49898,44607,34168,25286,20988,18421,15515,16362
2009-01-01,NE,94396,61972,1656315,913619,899064,26211,104664,122516,130196,129496,126154,114397,110758,111063,131106,126785,128590,115543,91072,67236,54071,46311,37852,38662
2009-01-01,NH,19530,35588,1260984,666875,649227,12923,58306,86204,95165,84108,72243,71342,85510,99321,114674,77528,110718,94137,78654,55266,39136,31673,25025,24169
2009-01-01,NJ,1323532,816082,6615988,4493506,4262096,106263,435000,588494,601962,532943,552276,551333,602816,657836,707455,565485,663084,553975,463059,343315,257505,217930,179738,175133
2009-01-01,NM,56276,254727,1725799,1031238,1005564,29254,116570,140310,150733,141048,139109,122951,123792,125765,146234,139965,145585,134673,114596,85190,64604,49767,35516,31140
2009-01-01,NV,251426,284531,2148708,1327618,1357047,37232,153238,182792,182261,175952,199845,188632,195257,190802,193570,181223,180829,162391,145418,111561,80101,56416,38116,29029
2009-01-01,NY,3498751,1736077,14072238,9966620,9340446,236979,920364,1222418,1380777,1388775,1373104,1262714,1284954,1369265,1469881,1161715,1399663,1219492,1024755,757209,582195,477347,392114,383345
2009-01-01,OH,1501406,251752,9775738,5902018,5626878,142388,580980,778668,833812,758614,728925,681723,736000,770297,868474,751617,882565,772279,634831,470598,369083,297885,244639,225518
2009-01-01,OK,314025,456769,2946778,1878034,1839538,53119,209508,250861,266142,267959,263418,234800,232715,228443,265048,254971,261428,230986,198523,155838,119952,93958,68735,61168
2009-01-01,OR,92275,253988,3462337,1923209,1885391,46701,190819,242019,257262,252916,265456,254873,254500,245786,266869,236088,276990,270690,224891,163538,117203,91151,74512,76336
2009-01-01,PA,1492281,416376,10758201,6497024,6169834,144233,585991,797025,916709,860597,779944,718839,784152,863209,966503,752787,977095,861199,711927,541509,424531,366783,314386,299439
2009-01-01,RI,83320,45167,925159,544764,508882,11033,46698,64521,81936,81277,65435,61216,65958,74265,82018,60799,80658,68918,57794,41637,30881,26994,25261,26347
2009-01-01,SC,1320564,94532,3174776,2357030,2232842,60844,241507,295405,333129,326539,304740,282140,301847,306381,333638,294559,323319,299390,269502,208367,150357,110805,78469,68934
2009-01-01,SD,12745,84790,709532,403198,403869,11807,46908,53671,58222,57770,54865,48333,45809,47958,58448,54617,58704,53037,41575,31300,25346,21769,17997,18931
2009-01-01,TN,1087674,131664,5086681,3231769,3074250,80116,327113,417701,438223,421468,421192,400669,430865,432005,468307,411618,454222,408172,357004,273338,202744,153016,110844,97402
2009-01-01,TX,3101293,1313578,20386890,12500150,12301611,385537,1543625,1851192,1874569,1797858,1841744,1724325,1763360,1678530,1760915,1888686,1640523,1384460,1123692,822427,609823,471366,342362,296767
2009-01-01,UT,40659,135738,2547024,1355509,1367912,53267,207832,222915,220043,227537,228802,211844,174498,150524,156041,245633,149888,129339,101864,76719,57528,45049,33948,30150
2009-01-01,VA,1623781,519931,5782225,4037895,3888042,100124,408312,509940,553437,568171,557803,514551,547361,571923,619592,505029,584533,502120,426120,310821,224637,172582,129844,119037
2009-01-01,VT,8372,11704,604741,317128,307689,6051,25961,38226,46797,43790,35121,33751,37652,42626,50974,34756,52373,47765,39659,28266,19874,15915,12698,12562
2009-01-01,WA,305941,716604,5644881,3343920,3323506,89786,347019,435879,465685,462593,480557,442741,455926,456518,497573,425518,491796,444028,365191,259138,181228,140632,110948,114670
2009-01-01,WI,389316,204735,5075213,2856103,2813161,70826,287544,376577,404881,388316,369013,344706,352114,386971,444284,368030,430967,377794,299305,221279,171459,142128,116685,116385
2009-01-01,WV,70465,18406,1758904,937434,910341,21023,83513,108873,121260,116191,110428,110708,117816,121308,134200,106199,143370,138285,119652,90014,71699,54726,43126,35384
2009-01-01,WY,7133,21276,531442,274046,285805,8172,31806,35772,39062,40941,41218,34996,33966,33129,40496,36643,44045,40088,30910,22239,16318,12303,9340,8407
2010-01-01,AK,31799,172427,509680,342318,371588,11039,43365,50916,51991,54973,56133,48340,45764,47248,54384,51071,56341,50287,36495,22460,13372,8922,6042,4763
2010-01-01,AL,1281635,100991,3402822,2462451,2322997,59273,244988,320125,340807,337743,311123,299423,306592,311592,345434,307241,347913,314040,278300,210712,161560,123131,89210,76241
2010-01-01,AR,467415,76712,2377851,1487258,1434720,38229,159161,198039,203254,201530,192226,184822,183053,182936,204819,196916,202151,184977,168310,133683,101806,77959,56373,51734
2010-01-01,AZ,317837,585435,5504502,3223342,3184432,86649,366776,449229,459884,446792,439966,418641,414234,408534,426113,452996,417182,377452,354197,284898,217086,162982,119443,104720
2010-01-01,CA,2722137,6281001,28317765,18774288,18546615,495713,2034428,2583955,2808176,2784917,2748714,2584666,2563413,2612659,2682653,2504758,2571634,2220073,1851578,1316128,978544,767119,604993,606782
2010-01-01,CO,247187,265920,4535174,2518596,2529685,66939,277160,333919,340930,350214,373709,356353,352347,347938,369682,348933,371900,330687,273170,184614,128718,97136,73598,70334
2010-01-01,CT,417433,172414,2989278,1836806,1742319,38073,163177,239604,253555,229175,215017,206957,220241,260425,290506,221818,284955,242305,204596,150721,106214,88868,77476,85442
2010-01-01,DC,318366,28892,257827,319190,285895,7609,25670,24939,39768,63326,70580,56235,43232,38034,38618,26155,37270,34492,30053,21619,15569,11807,9699,10410
2010-01-01,DE,205546,38446,655603,463943,435652,11004,44879,56872,64068,63241,57733,54203,54863,60591,67431,56426,66225,58317,53644,42078,30933,23883,17358,15846
2010-01-01,FL,3187627,643318,15014840,9633686,9212099,207973,863524,1131056,1221024,1239555,1184580,1116641,1172445,1252906,1398607,1079206,1346743,1210151,1143073,964856,773874,616368,484547,438656
2010-01-01,GA,3070807,409960,6231043,4970649,4741161,132600,552130,691522,709669,684185,673572,664110,693691,701346,723258,694379,671656,577859,500964,359236,252931,183772,129883,115047
2010-01-01,HI,34146,992075,337742,680685,683278,18027,69745,81518,85806,96764,97814,88685,86328,89656,95342,83255,97851,93508,83043,59958,41765,34477,29759,30662
2010-01-01,IA,108476,75903,2866388,1539817,1510950,39286,162765,201210,216831,213956,197871,186141,176452,187338,215029,200868,223412,205519,170418,124742,100456,83243,70109,75121
2010-01-01,ID,15371,55859,1499543,783958,786815,23605,97873,117307,115051,108452,106593,102689,96618,95075,103027,121245,105192,97594,84320,63913,46652,34440,25677,25450
2010-01-01,IL,1967255,732060,10141447,6543504,6297258,163760,671018,877817,920208,880086,909790,868908,851353,870106,936088,857432,932415,812843,672887,487962,366125,288996,235903,237065
2010-01-01,IN,645709,148502,5696225,3297323,3193113,84020,349055,452337,474449,453907,419397,409530,414441,424384,471682,443843,473507,421323,354298,260118,194404,151655,121767,116319
2010-01-01,KS,196470,119389,2542354,1440091,1418122,40613,164897,199338,204110,204778,198142,181268,171892,174318,200327,202609,204654,183627,150572,108284,82867,69254,57005,59658
2010-01-01,KY,366277,71066,3910857,2208769,2139431,55078,227150,284640,296329,293247,285144,282249,283865,291678,322712,282848,319892,289654,253298,186280,140427,105491,78553,69665
2010-01-01,LA,1490567,116108,2937857,2319859,2224673,61058,252847,307773,324042,340540,334174,298632,276238,288026,323753,306354,329767,294730,245812,179318,134473,102977,77631,66387
2010-01-01,MA,543652,420632,5602147,3390249,3176182,72373,295174,405012,466407,478742,445086,406100,415425,467258,514766,384923,498462,435752,374345,266877,192990,161990,138390,146359
2010-01-01,MD,1789352,393171,3606119,2988735,2799907,72335,293028,379140,405699,395094,395583,371629,375499,417266,460751,366511,442585,380547,321049,228426,161046,124616,98749,99089
2010-01-01,ME,19923,25733,1281976,677939,649693,13288,55953,78784,87934,79555,72798,71985,78946,91057,106968,73857,110944,102977,90618,65489,47811,38879,30449,29340
2010-01-01,MI,1482836,353354,8041345,5032339,4845196,115069,479181,673391,734562,674091,588647,575287,605843,663812,740467,634251,764656,686750,575215,420938,307570,243621,200859,193325
2010-01-01,MN,314138,312459,4684246,2675252,2635591,69266,285979,352534,368263,354560,372293,345422,326280,352191,403573,355484,403019,352061,283591,203810,152918,122074,100092,107433
2010-01-01,MO,736329,157108,5102539,3058799,2937177,75980,313578,397084,422089,414612,403691,375004,365819,380618,441756,390330,444888,392592,336657,257890,194456,155274,119091,114567
2010-01-01,MS,1117460,47972,1805104,1527320,1443216,39615,170316,208388,223183,212595,198936,189364,186652,187833,207536,205240,208771,187609,162360,121026,94305,70081,51995,44731
2010-01-01,MT,7098,77681,905943,493471,497251,12181,50245,61115,66699,67436,64167,59147,55366,57358,70229,60799,78559,76215,63748,46814,34475,25675,20378,20116
2010-01-01,NC,2160995,401310,7011988,4904209,4670084,122581,508207,633348,661826,673500,630062,621799,655578,670045,698576,635194,672353,605233,542785,406501,296625,224948,166059,149073
2010-01-01,ND,10596,47491,616623,333633,341077,9025,35814,39809,47525,59095,50010,41422,37066,38156,45940,40390,50208,46319,36286,26208,20819,18301,15529,16788
2010-01-01,NE,96738,64557,1668241,921425,908111,26084,105849,123030,129173,128917,129115,117138,110237,110457,127535,129198,130340,118405,96757,69216,54413,46261,37871,39540
2010-01-01,NH,20174,36143,1260460,667225,649552,13015,56429,84204,93760,84605,73452,71556,80995,96564,112844,77445,112723,96995,82786,57718,39836,31779,25076,24995
2010-01-01,NJ,1335796,840995,6622833,4515741,4283883,105600,435169,586508,598128,542080,554016,558099,584658,647617,702972,563520,676663,569977,484031,353856,261421,214959,179340,181010
2010-01-01,NM,58343,259534,1746711,1044279,1020309,27887,116839,142004,149431,143504,140216,128669,123178,125298,143680,143507,147379,137413,121445,88495,66434,50381,36495,32333
2010-01-01,NV,256657,293624,2152183,1338324,1364140,36213,150331,182878,181352,178469,196015,191011,190305,191847,193504,182656,183231,165474,152055,116423,83110,57836,39147,30607
2010-01-01,NY,3531143,1785290,14083647,10010762,9389318,235912,923824,1208356,1359123,1414275,1385184,1284980,1247043,1352401,1455615,1161696,1423295,1244097,1075358,778610,589791,473934,392137,394449
2010-01-01,OH,1513701,259428,9766198,5905239,5634088,138812,579730,773906,821512,766665,718761,693900,711994,761036,850220,745267,886761,791437,673378,480322,372715,296791,243857,232263
2010-01-01,OK,320962,468629,2970041,1899499,1860133,52148,212535,254554,263509,270522,265814,242567,231988,228848,259627,259899,264816,237537,206262,160036,121701,95206,69564,62499
2010-01-01,OR,94935,261961,3480636,1938455,1899077,46425,191177,242546,253442,254442,264809,260202,250417,249480,261609,236979,275886,274153,239094,171418,121495,91617,73989,78352
2010-01-01,PA,1510586,432803,10767769,6515177,6195981,142287,586824,789628,901483,876484,785443,733814,757754,849312,951754,752255,984947,884656,751659,554959,427745,360511,311368,308275
2010-01-01,RI,85008,46414,922516,544672,509266,11084,46244,63639,79773,82787,66152,61606,63217,72792,81055,60426,81105,71244,60401,43190,31210,26471,24512,27030
2010-01-01,SC,1332329,97871,3205456,2380820,2254836,58435,243201,297900,327043,334605,304539,289317,294871,304953,332285,295701,327620,304897,283081,217341,155114,113953,79347,71453
2010-01-01,SD,13770,86324,716071,407734,408431,11775,48017,54019,57802,57557,55679,50337,45713,47284,57047,55824,59438,54642,44220,32131,25675,21664,18019,19322
2010-01-01,TN,1100956,135820,5118525,3257462,3097839,78916,328128,419296,434945,428827,417681,407979,420545,431280,466241,411788,459920,417495,373925,282067,207769,155216,112459,100824
2010-01-01,TX,3169874,1376517,20696288,12722004,12520675,379321,1550589,1888772,1883765,1827526,1858726,1772035,1762340,1703657,1757740,1931019,1682652,1435321,1188345,859845,624318,478722,349271,308715
2010-01-01,UT,42708,141029,2591597,1381243,1394091,53062,211254,229473,220394,227885,228712,217697,179687,155535,154473,250353,152641,134376,108652,80083,59207,46012,34572,31266
2010-01-01,VA,1645749,542629,5835302,4085544,3938136,100849,409503,512170,550367,573457,566432,530400,537539,569214,620167,512324,594910,516385,446393,322817,231525,174312,131374,123542
2010-01-01,VT,8522,11801,605557,317618,308262,6121,25839,37496,46129,43905,35471,34309,35956,41820,49678,34520,52491,48909,41696,29613,20352,15941,12773,12861
2010-01-01,WA,313356,739899,5689647,3384446,3358456,87674,353414,438732,459546,463747,481551,456677,446811,461446,490809,430170,496008,455924,386589,273436,188660,142181,111417,118110
2010-01-01,WI,395768,210527,5084184,2866296,2824183,69541,288257,375756,399299,385957,372099,351262,342872,378906,435083,367924,437169,388400,317750,228503,174035,140951,117358,119357
2010-01-01,WV,71566,18526,1764122,939924,914290,20197,83782,109067,119231,118211,108391,112574,116464,120496,132474,106038,142814,139569,126751,91982,72080,54677,43181,36235
2010-01-01,WY,7075,21584,535824,276699,287784,7811,32367,35987,37871,40393,41353,36687,33760,33165,39014,37388,43967,41174,33000,23152,16696,12488,9463,8747
2011-01-01,AK,32782,175770,513486,346291,375747,11696,43638,50854,50776,56355,57830,50238,44725,47334,52437,51357,56237,51344,39011,23504,14315,9186,6231,4970
2011-01-01,AL,1288359,102907,3407568,2470656,2328178,59163,243666,321551,329919,346701,310025,304219,296353,314407,337088,304647,348965,320429,289658,214749,164567,124786,90025,77916
2011-01-01,AR,470798,80005,2389604,1496251,1444156,38226,158042,199411,200007,208061,191702,188830,179600,185188,199728,197459,203692,188111,174785,134974,104321,78963,56608,52699
